,MAE_kW,MAPE_%,MAPE_9a8p_%,MASE,ME_kW,algo,batch,battery_kW,battery_kWh,end,f_kwarg,filename,index,pv_capacity,scons_%,scons_%_nobatt,ssuff_%,ssuff_%_nobatt,start
35,0.0,0.0,0.0,0.0,0.0,perfect,1.0,32.0,48.0,2019-12-31 23:45:00,{},data/16_1.pickle,16.0,20.0,95.78491224945333,60.36044806066576,50.973965109862405,28.518000234327182,2019-01-15 00:00:00
36,0.0,0.0,0.0,0.0,0.0,perfect,1.0,36.0,54.0,2019-12-31 23:45:00,{},data/18_1.pickle,18.0,22.5,97.10391282781498,62.68197093957791,51.72972682236304,29.707339528665315,2019-01-15 00:00:00
37,0.0,0.0,0.0,0.0,0.0,perfect,1.0,40.0,60.0,2019-12-31 23:45:00,{},data/20_1.pickle,20.0,25.0,96.9735859545902,62.895865569190676,51.43313516764544,29.693590715830915,2019-01-15 00:00:00
38,0.0,0.0,0.0,0.0,0.0,perfect,1.0,44.0,66.0,2019-12-31 23:45:00,{},data/22_1.pickle,22.0,27.5,97.38151075578486,64.6681626094128,51.584245734805585,30.608943279612784,2019-01-15 00:00:00
39,0.0,0.0,0.0,0.0,0.0,perfect,1.0,48.0,72.0,2019-12-31 23:45:00,{},data/24_1.pickle,24.0,30.0,97.42167128923467,64.93777706625295,51.50441748822183,30.68907277991785,2019-01-15 00:00:00
40,0.0,0.0,0.0,0.0,0.0,perfect,1.0,52.0,78.0,2019-12-31 23:45:00,{},data/26_1.pickle,26.0,32.5,96.50599910299519,62.781803549266435,51.209783287141576,29.70329221354082,2019-01-15 00:00:00
41,0.0,0.0,0.0,0.0,0.0,perfect,1.0,56.0,84.0,2019-12-31 23:45:00,{},data/28_1.pickle,28.0,35.0,99.28684705257673,69.91026504780356,51.8969873398551,32.89517887243504,2019-01-15 00:00:00
42,0.0,0.0,0.0,0.0,0.0,perfect,1.0,60.0,90.0,2019-12-31 23:45:00,{},data/30_1.pickle,30.0,37.5,98.11554894761149,64.83395433954642,51.90704304969067,30.56433262797596,2019-01-15 00:00:00
43,0.0,0.0,0.0,0.0,0.0,perfect,1.0,70.0,105.0,2019-12-31 23:45:00,{},data/35_1.pickle,35.0,43.75,97.12445244536553,63.51973566491256,51.40926511551985,29.95968661117815,2019-01-15 00:00:00
44,0.0,0.0,0.0,0.0,0.0,perfect,1.0,80.0,120.0,2019-12-31 23:45:00,{},data/40_1.pickle,40.0,50.0,97.40784336595259,64.56234546230858,51.41827482680931,30.422348198929928,2019-01-15 00:00:00
45,0.0,0.0,0.0,0.0,0.0,perfect,1.0,90.0,135.0,2019-12-31 23:45:00,{},data/45_1.pickle,45.0,56.25,97.75756899313328,65.18830665821096,51.587798940515746,30.72459483039299,2019-01-15 00:00:00
46,0.0,0.0,0.0,0.0,0.0,perfect,1.0,100.0,150.0,2019-12-31 23:45:00,{},data/50_1.pickle,50.0,62.5,98.27238615268425,65.71835392297234,51.78996412602136,30.913080007621218,2019-01-15 00:00:00
47,0.0,0.0,0.0,0.0,0.0,perfect,1.0,110.0,165.0,2019-12-31 23:45:00,{},data/55_1.pickle,55.0,68.75,98.04510546258084,65.63804222169001,51.666446152934775,30.894376506663075,2019-01-15 00:00:00
48,0.0,0.0,0.0,0.0,0.0,perfect,1.0,120.0,180.0,2019-12-31 23:45:00,{},data/60_1.pickle,60.0,75.0,97.72121622523396,64.39955377365393,51.68645621839486,30.35899764204206,2019-01-15 00:00:00
49,0.0,0.0,0.0,0.0,0.0,perfect,1.0,130.0,195.0,2019-12-31 23:45:00,{},data/65_1.pickle,65.0,81.25,98.30415712140486,65.92878516112681,51.81472040149168,31.034942440347802,2019-01-15 00:00:00
50,0.0,0.0,0.0,0.0,0.0,perfect,1.0,140.0,210.0,2019-12-31 23:45:00,{},data/70_1.pickle,70.0,87.5,98.2217410102758,66.12703831000042,51.78282818605677,31.167549705952357,2019-01-15 00:00:00
51,0.0,0.0,0.0,0.0,0.0,perfect,1.0,150.0,225.0,2019-12-31 23:45:00,{},data/75_1.pickle,75.0,93.75,97.77841463120582,64.82162821230297,51.64843539127456,30.546188387441138,2019-01-15 00:00:00
52,0.0,0.0,0.0,0.0,0.0,perfect,1.0,160.0,240.0,2019-12-31 23:45:00,{},data/80_1.pickle,80.0,100.0,98.12503719184475,65.63712350255058,51.7853490229765,30.936131604853813,2019-01-15 00:00:00
